your_color,opening_name,eco,draw,loss,win,total,win_rate
Black,Vienna Game Falkbeer Variation,C26,0,1,1,2,0.5
Black,Vienna Game Falkbeer Vienna Gambit,C28,0,1,0,1,0.0
Black,Vienna Game Max Lange Vienna Gambit,C25,0,1,0,1,0.0
White,Alapin Sicilian Defense,B22,0,1,1,2,0.5
White,Alapin Sicilian Defense 2,B22,0,5,0,5,0.0
White,Alapin Sicilian Defense Barmen Defense 4.d4 cxd4 5.cxd4 Nc6 6.Nf3,B22,0,0,1,1,1.0
White,Alekhines Defense,B02,1,3,1,5,0.2
White,Alekhines Defense 2.e5,B02,0,0,1,1,1.0
White,Alekhines Defense Maroczy Variation,B02,0,0,1,1,1.0
White,Alekhines Defense Normal Variation 3.Bc4 Nb6 4.Bb3,B02,0,1,0,1,0.0
White,Alekhines Defense Normal Variation 3.Nf3,B02,0,1,0,1,0.0
White,Alekhines Defense Normal Variation 3.d4,B03,0,1,0,1,0.0
White,Benko Gambit,A57,0,1,0,1,0.0
White,Benoni Defense,A56,1,2,5,8,0.625
White,Benoni Defense Modern Kings Pawn Line,A65,1,0,1,2,0.5
White,Benoni Defense Modern Variation,A60,0,1,0,1,0.0
White,Birds Opening,A02,1,8,5,14,0.35714285714285715
White,Birds Opening 1,A02,0,5,5,10,0.5
White,Birds Opening Dutch Variation,A03,0,3,0,3,0.0
White,Birds Opening Dutch Variation 2.Nf3,A03,0,2,1,3,0.3333333333333333
White,Birds Opening Dutch Variation 2.Nf3 Nf6 3.g3,A03,0,1,0,1,0.0
White,Birds Opening Dutch Variation 2.Nf3 c5 3.e3,A03,0,2,0,2,0.0
White,Birds Opening Dutch Variation 2.Nf3 c5 3.e3 Nc6,A03,0,1,0,1,0.0
White,Birds Opening Dutch Variation 2.Nf3 c5 3.g3,A03,0,1,0,1,0.0
White,Birds Opening Dutch Variation 2.Nf3 c5 3.g3 Nc6 4.Bg2,A03,0,1,1,2,0.5
White,Birds Opening Dutch Variation 2.e3,A03,0,1,2,3,0.6666666666666666
White,Birds Opening Froms Gambit,A02,1,3,1,5,0.2
White,Bishops Opening,C23,0,1,1,2,0.5
White,Bishops Opening Berlin Defense,C24,0,0,1,1,1.0
White,Bishops Opening Boi Variation 3.Nf3,C20,0,1,1,2,0.5
White,Budapest Gambit,A51,2,1,5,8,0.625
White,Budapest Gambit Adler Variation,A52,0,1,0,1,0.0
White,Caro Kann Defense,B10,0,2,0,2,0.0
White,Caro Kann Defense 2.Nf3 d5,B10,0,2,1,3,0.3333333333333333
White,Caro Kann Defense 2.Nf3 g6,B10,0,1,0,1,0.0
White,Caro Kann Defense Classical Variation,B18,0,1,0,1,0.0
White,Caro Kann Defense Exchange Variation 3,B13,0,1,5,6,0.8333333333333334
White,Caro Kann Defense Fantasy Variation 3,B12,0,1,0,1,0.0
White,Caro Kann Defense Panov Attack,B14,0,1,2,3,0.6666666666666666
White,Caro Kann Defense Panov Attack 4,B13,0,1,1,2,0.5
White,Catalan Opening Closed,E01,1,8,6,15,0.4
White,Catalan Opening Closed,E04,1,9,5,15,0.3333333333333333
White,Catalan Opening Closed,E06,0,8,15,23,0.6521739130434783
White,Catalan Opening Closed,E07,0,4,3,7,0.42857142857142855
White,Catalan Opening Closed 4,E01,0,4,3,7,0.42857142857142855
White,Catalan Opening Closed 4,E04,0,1,4,5,0.8
White,Catalan Opening Closed 4,E06,1,1,2,4,0.5
White,Catalan Opening Open,E01,0,1,0,1,0.0
White,Catalan Opening Open 5.Nf3 Be7 6.O O,E01,0,1,4,5,0.8
White,Catalan Opening Open 5.Nf3 cxd4,E01,0,0,1,1,1.0
White,Catalan Opening Open Defense Classical Line,E05,0,1,0,1,0.0
White,Catalan Opening Open Defense Classical Line 6.O O O O 7.Nc3,E05,0,1,4,5,0.8
White,Catalan Opening Open Defense Classical Line 6.O O O O 7.Nc3 Nc6,E05,0,1,1,2,0.5
White,Catalan Opening Open Defense Classical Line 6.O O O O 7.Ne5,E05,0,2,1,3,0.3333333333333333
White,Catalan Opening Open Defense Classical Line 6.O O O O 7.Ne5 c5 8.dxc5,E05,0,0,1,1,1.0
White,Center Game,C21,0,1,2,3,0.6666666666666666
White,Center Game Accepted,C21,0,2,0,2,0.0
White,Center Game Accepted Normal Variation,C22,0,2,3,5,0.6
White,Center Game Accepted Paulsen Attack,C22,0,2,0,2,0.0
White,Center Game Accepted Paulsen Berger Variation 5.Nc3 Bb4 6.Bd2 O O 7.O O O,C22,0,0,1,1,1.0
White,Colle System 3,D04,0,1,0,1,0.0
White,Colle System Anti Colle Variation 4.c4 e6 5.Nc3,D04,0,0,2,2,1.0
White,Danish Gambit,C21,0,9,8,17,0.47058823529411764
White,Dutch Defense 2.c4,A84,0,0,1,1,1.0
White,Dutch Defense Classical Rubinstein Variation 3,A40,0,0,1,1,1.0
White,Dutch Defense Classical Rubinstein Variation 3,A84,0,2,1,3,0.3333333333333333
White,Dutch Defense Classical Stonewall Variation Modern Variation,A90,0,4,6,10,0.6
White,Dutch Defense Classical Variation,A90,0,2,1,3,0.3333333333333333
White,Dutch Defense Classical Variation 3.Nf3 Nf6,A84,0,1,0,1,0.0
White,Dutch Defense Classical Variation 3.Nf3 Nf6 4.e3,A84,0,1,0,1,0.0
White,Dutch Defense Fianchetto Botvinnik Bronstein Variation,A91,0,2,2,4,0.5
White,Dutch Defense Fianchetto Botvinnik Bronstein Variation 5,A91,0,0,2,2,1.0
White,Dutch Defense Fianchetto Ilyin Zhenevsky Huisl Variation 8.Nxe4 fxe4,A96,0,0,1,1,1.0
White,Dutch Defense Fianchetto Ilyin Zhenevsky Variation 6,A81,0,1,1,2,0.5
White,Dutch Defense Leningrad Variation,A87,0,3,1,4,0.25
White,Dutch Defense Queens Knight Variation,A85,0,2,0,2,0.0
White,Dutch Defense Queens Knight Variation 3,A85,0,2,0,2,0.0
White,English Defense,A40,0,0,1,1,1.0
White,English Defense 2.Nf3 Bb7 3.g3,A40,0,2,0,2,0.0
White,English Defense 2.c4 Bb7 3.Nc3,A40,0,4,4,8,0.5
White,English Opening,A10,0,1,1,2,0.5
White,English Opening 1,A10,0,8,10,18,0.5555555555555556
White,English Opening Agincourt Catalan Defense with 3 c5 4.Bg2,A13,0,1,0,1,0.0
White,English Opening Agincourt Catalan Defense with 3 c5 4.Bg2 Nc6,A13,0,0,1,1,1.0
White,English Opening Agincourt Catalan Defense with 3 c5 4.Bg2 Nc6 5.O O,A13,0,5,4,9,0.4444444444444444
White,English Opening Agincourt Defense,A13,0,11,17,28,0.6071428571428571
White,English Opening Agincourt Defense 2.Nf3,A13,0,4,6,10,0.6
White,English Opening Agincourt Defense 2.Nf3 Nf6 3.g3,A13,0,1,0,1,0.0
White,English Opening Agincourt Defense 2.Nf3 d5,A13,0,2,0,2,0.0
White,English Opening Agincourt Defense 2.Nf3 d5 3.cxd5,A13,0,0,1,1,1.0
White,English Opening Agincourt Defense 2.Nf3 d5 3.cxd5 exd5,A13,0,1,2,3,0.6666666666666666
White,English Opening Agincourt Defense 2.Nf3 d5 3.g3,A13,0,0,1,1,1.0
White,English Opening Agincourt Defense 2.Nf3 d5 3.g3 dxc4 4.Bg2,A13,0,0,1,1,1.0
White,English Opening Agincourt Kurajica Defense 4.Bg2,A13,0,1,1,2,0.5
White,English Opening Agincourt Romanishin Variation 4.Nc3,A15,0,0,1,1,1.0
White,English Opening Anglo Dutch Defense,A10,1,7,4,12,0.3333333333333333
White,English Opening Anglo Dutch Defense 2.Nf3 Nf6,A10,0,1,1,2,0.5
White,English Opening Anglo Dutch Defense 2.Nf3 Nf6 3.Nc3 g6,A10,0,1,0,1,0.0
White,English Opening Anglo Dutch Defense 2.Nf3 Nf6 3.g3 d6,A10,0,1,0,1,0.0
White,English Opening Anglo Indian Anglo Grunfeld Defense,A16,0,1,0,1,0.0
White,English Opening Anglo Indian Anglo Grunfeld Defense 3.cxd5 Nxd5 4.Nf3 Nxc3 5.bxc3,A16,0,1,0,1,0.0
White,English Opening Anglo Indian Anglo Grunfeld Defense 3.cxd5 Nxd5 4.d4,A16,0,1,0,1,0.0
White,English Opening Anglo Indian Defense,A15,0,2,2,4,0.5
White,English Opening Anglo Indian Defense 2.g3 g6 3.Bg2 Bg7 4.Nf3,A15,0,0,1,1,1.0
White,English Opening Anglo Indian Kings Indian Defense,A15,0,3,6,9,0.6666666666666666
White,English Opening Anglo Indian Kings Indian Defense 3.g3 Bg7 4.Bg2 O O 5.O O,A15,0,0,1,1,1.0
White,English Opening Anglo Indian Kings Indian Defense 3.g3 Bg7 4.Bg2 O O 5.d4,A15,0,1,0,1,0.0
White,English Opening Anglo Indian Kings Knight Queens Indian Formation,A15,0,3,7,10,0.7
White,English Opening Anglo Indian Kings Knight Queens Indian Formation 3.d4 Bb7 4.Nc3,A15,0,0,2,2,1.0
White,English Opening Anglo Indian Kings Knight Variation 2,A15,0,1,0,1,0.0
White,English Opening Anglo Indian Old Indian Formation 3.Nc3,A15,0,2,0,2,0.0
White,English Opening Anglo Indian Old Indian Formation 3.Nc3 g6 4.g3 Bg7 5.Bg2,A15,0,0,1,1,1.0
White,English Opening Anglo Indian Old Indian Formation 3.g3 e5,A15,0,0,1,1,1.0
White,English Opening Anglo Indian Old Indian Formation 3.g3 e5 4.Bg2,A15,0,0,2,2,1.0
White,English Opening Anglo Indian Queens Indian Formation,A17,0,2,0,2,0.0
White,English Opening Anglo Indian Queens Knight Variation,A16,0,1,0,1,0.0
White,English Opening Anglo Indian Queens Knight Variation,A17,0,0,1,1,1.0
White,English Opening Anglo Indian Queens Knight Variation 2,A16,0,1,1,2,0.5
White,English Opening Anglo Indian Queens Knight Variation 2,A17,0,4,3,7,0.42857142857142855
White,English Opening Anglo Indian Scandinavian Defense 3.cxd5,A15,0,2,0,2,0.0
White,English Opening Anglo Scandinavian Defense,A10,0,0,1,1,1.0
White,English Opening Carls Bremen Fianchetto Line,A24,1,12,6,19,0.3157894736842105
White,English Opening Carls Bremen Keres Variation 4.Nf3 d6 5.Bg2,A23,0,1,0,1,0.0
White,English Opening Caro Kann Defensive System,A11,2,13,14,29,0.4827586206896552
White,English Opening Caro Kann Defensive System 2.Nc3,A11,0,0,1,1,1.0
White,English Opening Caro Kann Defensive System 2.Nf3,A11,0,0,2,2,1.0
White,English Opening Caro Kann Defensive System 2.Nf3 d5,A11,1,3,2,6,0.3333333333333333
White,English Opening Caro Kann Defensive System 2.Nf3 d5 3.cxd5 cxd5,A11,0,2,0,2,0.0
White,English Opening Caro Kann Defensive System 2.Nf3 d5 3.g3 Bg4 4.Bg2,A11,0,0,1,1,1.0
White,English Opening Caro Kann Defensive System 2.Nf3 d5 3.g3 dxc4 4.Bg2,A11,0,1,0,1,0.0
White,English Opening Caro Kann Defensive System 2.g3 Nf6 3.Nf3,A11,0,0,1,1,1.0
White,English Opening Fianchetto Ultra Symmetrical Duchamp Variation 7,A38,0,0,1,1,1.0
White,English Opening Fianchetto Ultra Symmetrical Line,A37,0,0,1,1,1.0
White,English Opening Fianchetto Ultra Symmetrical Line 5.Nf3 Nf6 6.O O,A38,0,1,0,1,0.0
White,English Opening Fianchetto Ultra Symmetrical Line 5.Nf3 Nf6 6.O O d6 7.d3,A38,0,1,0,1,0.0
White,English Opening Fianchetto Ultra Symmetrical Line 5.Nf3 d6 6.O O Bd7,A37,0,2,1,3,0.3333333333333333
White,English Opening Fianchetto Ultra Symmetrical Line 5.Nf3 e6 6.O O Nge7 7.d4,A37,0,3,3,6,0.5
White,English Opening Fianchetto Ultra Symmetrical Line 5.Nf3 e6 6.d4 cxd4 7.Nb5,A37,0,0,1,1,1.0
White,English Opening Fianchetto Ultra Symmetrical Mecking Variation,A39,0,7,7,14,0.5
White,English Opening Fianchetto Ultra Symmetrical Mecking Variation 7,A39,0,1,0,1,0.0
White,English Opening Four Knights Flexible Line 4,A28,0,1,1,2,0.5
White,English Opening Four Knights Kingside Fianchetto Line,A28,0,1,1,2,0.5
White,English Opening Four Knights Kingside Fianchetto Line,A29,0,1,1,2,0.5
White,English Opening Four Knights Kingside Fianchetto Line 4,A28,0,1,1,2,0.5
White,English Opening Four Knights Kingside Fianchetto Line 4,A29,0,2,0,2,0.0
White,English Opening Great Snake Variation,A10,0,2,0,2,0.0
White,English Opening Great Snake Variation 2.Nc3 Bg7 3.Nf3,A10,0,1,2,3,0.6666666666666666
White,English Opening Kings English Nimzowitsch Flohr Variation,A20,0,0,1,1,1.0
White,English Opening Kings English Nimzowitsch Flohr Variation 3.Nd4,A20,0,2,0,2,0.0
White,English Opening Kings English Nimzowitsch Flohr Variation 3.Nd4 Nc6,A20,0,0,1,1,1.0
White,English Opening Kings English Nimzowitsch Variation 2,A20,0,2,1,3,0.3333333333333333
White,English Opening Kings English Variation,A20,0,8,9,17,0.5294117647058824
White,English Opening Kings English Variation 2.g3 c6 3.Nf3 e4 4.Nd4,A20,0,0,1,1,1.0
White,English Opening Neo Catalan Bogoljubov Defense 5.O O,A13,0,2,0,2,0.0
White,English Opening Neo Catalan Bogoljubov Defense 5.O O O O,A13,0,3,0,3,0.0
White,English Opening Neo Catalan Defense,A13,0,24,23,47,0.48936170212765956
White,English Opening Neo Catalan Defense 4.Bg2,A13,1,0,2,3,0.6666666666666666
White,English Opening Neo Catalan Defense 4.Bg2 Nbd7 5.O O,A13,0,1,1,2,0.5
White,English Opening Neo Catalan Defense 4.Bg2 c5 5.O O,A13,0,4,3,7,0.42857142857142855
White,English Opening Neo Catalan Defense 4.Bg2 c5 5.cxd5 exd5,A13,0,0,1,1,1.0
White,English Opening Neo Catalan Defense 4.Bg2 d4 5.O O c5 6.d3,A13,0,0,1,1,1.0
White,English Opening Neo Catalan Defense Accepted,A13,0,2,1,3,0.3333333333333333
White,English Opening Neo Catalan Defense Accepted 5.O O,A13,0,3,1,4,0.25
White,English Opening Neo Catalan Defense Accepted 5.O O c6,A13,0,0,1,1,1.0
White,English Opening Neo Catalan Defense Accepted 5.O O c6 6.a4,A13,0,1,0,1,0.0
White,English Opening Neo Catalan Defense Accepted 5.Qa4 Bd7 6.Qxc4,A13,0,0,1,1,1.0
White,English Opening Neo Catalan Defense Declined,A14,0,3,0,3,0.0
White,English Opening Neo Catalan Defense Declined 5.O O,A14,0,1,0,1,0.0
White,English Opening Neo Catalan Defense Declined 5.O O O O 6.cxd5,A13,0,1,1,2,0.5
White,English Opening Neo Catalan Defense Declined 5.O O O O 6.cxd5 exd5,A13,0,0,2,2,1.0
White,English Opening Neo Catalan Defense Declined 5.O O O O 6.cxd5 exd5 7.d4,A13,1,2,1,4,0.25
White,English Opening Neo Catalan Defense Declined 5.O O c5,A14,0,0,1,1,1.0
White,English Opening Neo Catalan Defense Declined 5.O O c5 6.cxd5 Nxd5,A14,0,0,1,1,1.0
White,English Opening Neo Catalan Defense Declined 5.O O dxc4,A14,0,1,2,3,0.6666666666666666
White,English Opening Neo Catalan Semi Slav Defense,A13,0,2,0,2,0.0
White,English Opening Neo Catalan Semi Slav Defense 5.O O,A13,0,2,0,2,0.0
White,English Opening Neo Catalan Semi Slav Defense 5.O O Be7,A13,0,2,1,3,0.3333333333333333
White,English Opening Neo Catalan Semi Slav Defense 5.O O Nbd7,A13,0,1,0,1,0.0
White,English Opening Nimzo English Opening 4.g3 b6 5.Bg2 Bb7 6.O O,A17,0,2,0,2,0.0
White,English Opening Reversed Sicilian Taimanov Full Symmetry Line,A26,0,0,1,1,1.0
White,English Opening Reversed Sicilian Taimanov Full Symmetry Line 6.Nf3 Nf6 7.O O,A26,0,0,1,1,1.0
White,English Opening Reversed Sicilian Taimanov Full Symmetry Line 6.Nf3 Nge7 7.O O O O,A26,0,1,0,1,0.0
White,English Opening Reversed Sicilian Three Knights System,A27,0,1,0,1,0.0
White,English Opening Reversed Sicilian Three Knights System 3,A27,0,1,0,1,0.0
White,English Opening Reversed Sicilian Variation,A21,0,0,1,1,1.0
White,English Opening Reversed Sicilian Variation 2,A21,0,0,1,1,1.0
White,English Opening Symmetrical Anti Benoni Variation,A30,0,1,1,2,0.5
White,English Opening Symmetrical Anti Benoni Variation,A31,0,8,8,16,0.5
White,English Opening Symmetrical Anti Benoni Variation,A32,0,1,1,2,0.5
White,English Opening Symmetrical Anti Benoni Variation,A33,0,2,0,2,0.0
White,English Opening Symmetrical Anti Benoni Variation 3,A31,2,2,2,6,0.3333333333333333
White,English Opening Symmetrical Fianchetto Variation,A34,0,0,1,1,1.0
White,English Opening Symmetrical Four Knights Variation,A35,0,2,2,4,0.5
White,English Opening Symmetrical Four Knights Variation 4.g3 b6 5.Bg2 Bb7 6.O O,A35,0,0,1,1,1.0
White,English Opening Symmetrical Four Knights Variation 4.g3 d6 5.Bg2,A35,0,1,0,1,0.0
White,English Opening Symmetrical Four Knights Variation 4.g3 e5 5.Bg2 d6,A35,0,1,0,1,0.0
White,English Opening Symmetrical Three Knights Keres Parma System 5.Bg2 Be7,A34,0,2,0,2,0.0
White,English Opening Symmetrical Three Knights System,A34,0,2,1,3,0.3333333333333333
White,English Opening Symmetrical Three Knights System 3,A34,0,2,3,5,0.6
White,English Opening Symmetrical Two Knights Variation,A35,0,0,1,1,1.0
White,English Opening Symmetrical Two Knights Variation 3.Nf3 e5 4.g3 d6 5.Bg2,A35,0,2,0,2,0.0
White,English Opening Symmetrical Two Knights Variation 3.Nf3 g6 4.e3 Bg7 5.d4,A35,0,1,0,1,0.0
White,English Opening Symmetrical Variation,A30,1,12,21,34,0.6176470588235294
White,English Opening Symmetrical Variation,A34,0,1,3,4,0.75
White,English Opening Symmetrical Variation 2.Nf3,A30,0,1,6,7,0.8571428571428571
White,English Opening Symmetrical Variation 2.Nf3 Nc6 3.d4 cxd4,A30,0,1,0,1,0.0
White,English Opening Symmetrical Variation 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4,A30,0,0,2,2,1.0
White,English Opening Symmetrical Variation 2.Nf3 Nc6 3.g3,A30,0,0,1,1,1.0
White,English Opening Symmetrical Variation 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 5.O O,A30,0,1,0,1,0.0
White,Englund Gambit,A40,3,38,42,83,0.5060240963855421
White,Englund Gambit 2.dxe5,A40,0,2,0,2,0.0
White,Englund Gambit 2.dxe5 Nc6 3.Nf3,A40,0,1,2,3,0.6666666666666666
White,Englund Gambit 2.dxe5 Nc6 3.Nf3 Qe7,A40,1,3,3,7,0.42857142857142855
White,Four Knights Game 4.g3 Bc5 5.Bg2 d6 6.O O,C47,0,1,0,1,0.0
White,French Defense Advance Paulsen Attack 5,C02,0,0,1,1,1.0
White,French Defense Exchange Monte Carlo Variation 4,C01,0,0,1,1,1.0
White,French Defense Exchange Variation,C01,0,0,1,1,1.0
White,French Defense Exchange Variation 3,C01,0,0,1,1,1.0
White,French Defense Franco Sicilian Defense,C00,0,0,2,2,1.0
White,French Defense Horwitz Attack,C00,0,0,1,1,1.0
White,French Defense Knight Variation,C00,1,2,3,6,0.5
White,French Defense Knight Variation 2,C00,0,3,3,6,0.5
White,French Defense Normal Variation,C00,0,0,6,6,1.0
White,French Defense Normal Variation 2,C00,1,1,1,3,0.3333333333333333
White,French Defense Schlechter Variation 3,C00,0,0,2,2,1.0
White,French Defense St George Defense 3.Nf3,C00,0,0,1,1,1.0
White,French Defense St George Three Pawn Attack,C00,0,0,1,1,1.0
White,French Defense Steinitz Attack,C00,0,1,1,2,0.5
White,French Defense Tarrasch Open Euwe Keres Line,C07,0,1,0,1,0.0
White,Giuoco Piano Game,C50,0,1,1,2,0.5
White,Giuoco Piano Game 4.O O,C50,0,0,1,1,1.0
White,Giuoco Piano Game 4.O O Nf6 5.d3 O O,C50,1,0,0,1,0.0
White,Giuoco Piano Game Center Attack 5,C53,0,0,1,1,1.0
White,Giuoco Piano Game Four Knights Game 5.O O,C50,1,1,0,2,0.0
White,Giuoco Piano Game Main Line 4,C53,0,0,1,1,1.0
White,Grob Opening,A00,0,0,1,1,1.0
White,Grob Opening 1,A00,0,1,1,2,0.5
White,Grunfeld Defense,D80,0,1,0,1,0.0
White,Grunfeld Defense Burille Variation,D94,0,0,1,1,1.0
White,Grunfeld Defense Burille Variation 5,D94,0,1,0,1,0.0
White,Grunfeld Defense Exchange Variation 5.Nf3 Bg7 6.e4,D85,0,0,1,1,1.0
White,Grunfeld Defense Hungarian Attack,D92,0,2,0,2,0.0
White,Grunfeld Defense Hungarian Attack 5,D93,0,1,1,2,0.5
White,Grunfeld Defense Petrosian System,D91,0,3,1,4,0.25
White,Grunfeld Defense Petrosian System 5,D91,1,5,3,9,0.3333333333333333
White,Grunfeld Defense Stockholm Variation 4,D80,0,1,0,1,0.0
White,Grunfeld Defense Three Knights Variation 4,D90,0,1,0,1,0.0
White,Indian Game 2.c3 d5 3.Bg5,A45,0,0,1,1,1.0
White,Indian Game 2.c3 d5 3.Nf3,A45,0,1,0,1,0.0
White,Indian Game 2.c4,A50,0,1,0,1,0.0
White,Indian Game Accelerated Variation 3.Nc3 Bb7,A50,0,1,1,2,0.5
White,Indian Game Accelerated Variation 3.Nc3 Bb7 4.d5,A50,0,1,0,1,0.0
White,Indian Game Black Knights Tango,A50,0,2,1,3,0.3333333333333333
White,Indian Game Black Knights Tango 3.Nf3,A50,1,2,1,4,0.25
White,Indian Game Black Knights Tango 3.Nf3 e6 4.Nc3 Bb4 5.Bg5,A50,0,0,1,1,1.0
White,Indian Game Black Knights Tango 3.Nf3 e6 4.a3 d5 5.Nc3,A50,0,0,1,1,1.0
White,Indian Game Black Knights Tango 3.Nf3 e6 4.g3 d5,A50,0,1,0,1,0.0
White,Indian Game Black Knights Tango 3.Nf3 e6 4.g3 d5 5.Bg2,A50,0,1,6,7,0.8571428571428571
White,Indian Game Czech Indian Variation,A46,0,0,1,1,1.0
White,Indian Game East Indian Anti Nimzo Indian Variation,E10,0,1,2,3,0.6666666666666666
White,Indian Game East Indian Anti Nimzo Indian Variation 3,E10,0,3,1,4,0.25
White,Indian Game East Indian Benoni Defense,E00,0,2,1,3,0.3333333333333333
White,Indian Game East Indian Defense 3.Nc3,E00,0,1,0,1,0.0
White,Indian Game East Indian Defense 3.Nc3 b6,E00,0,1,0,1,0.0
White,Indian Game East Indian Przepiorka Variation,A49,0,7,5,12,0.4166666666666667
White,Indian Game East Indian Przepiorka Variation 3,A49,0,2,2,4,0.5
White,Indian Game Knights Variation,A46,3,57,60,120,0.5
White,Indian Game Knights Variation,A47,0,0,2,2,1.0
White,Indian Game Knights Variation 2,A46,0,5,4,9,0.4444444444444444
White,Indian Game Knights Variation 2,A47,0,1,0,1,0.0
White,Indian Game Knights Variation East Indian Defense 3.Nc3 Bg7,A48,0,1,0,1,0.0
White,Indian Game London System,A46,0,1,0,1,0.0
White,Indian Game London System 3,A46,0,0,1,1,1.0
White,Indian Game Marienbad System 5.O O cxd4,A47,0,1,0,1,0.0
White,Indian Game Polish Variation,A46,0,1,0,1,0.0
White,Indian Game Spielmann Indian Variation,A46,0,6,1,7,0.14285714285714285
White,Indian Game Spielmann Indian Variation 3.d5 d6 4.c4,A46,0,1,0,1,0.0
White,Indian Game Spielmann Indian Variation 3.g3 cxd4 4.Nxd4 e5,A46,0,1,0,1,0.0
White,Indian Game Tartakower Attack 2,A45,0,2,0,2,0.0
White,Indian Game Tartakower Defense,A46,0,3,0,3,0.0
White,Indian Game Tartakower Defense 3.Bg5,A46,0,1,3,4,0.75
White,Indian Game Tartakower Defense 3.g3 Bg4 4.Bg2,A46,0,2,0,2,0.0
White,Indian Game Tartakower Defense 3.g3 Nbd7 4.Bg2 e5,A46,0,1,0,1,0.0
White,Indian Game Yusupov Rubinstein System,A46,0,0,1,1,1.0
White,Indian Game Yusupov Rubinstein System 3,A46,0,1,0,1,0.0
White,Italian Game,C50,1,2,10,13,0.7692307692307693
White,Italian Game 3,C50,0,5,4,9,0.4444444444444444
White,Italian Game Hungarian Defense 4.d4 exd4 5.c3,C50,0,1,0,1,0.0
White,Italian Game Knight Attack,C57,0,0,1,1,1.0
White,Italian Game Knight Attack Normal Variation 5.exd5,C57,0,2,0,2,0.0
White,Italian Game Knight Attack Polerio Bishop Check Line 6,C58,0,1,0,1,0.0
White,Italian Game Knight Attack Polerio Defense,C57,0,1,0,1,0.0
White,Italian Game Traxler Counterattack,C57,1,0,0,1,0.0
White,Italian Game Two Knights Open,C55,0,1,0,1,0.0
White,Kings Fianchetto Opening,A00,0,1,3,4,0.75
White,Kings Fianchetto Opening 1,A00,0,4,2,6,0.3333333333333333
White,Kings Fianchetto Opening Indian Defense 2.Bg2,A00,0,0,1,1,1.0
White,Kings Fianchetto Opening Indian Defense 2.Bg2 d5 3.Nf3,A00,0,3,7,10,0.7
White,Kings Fianchetto Opening Indian Defense 2.Bg2 e6,A00,0,1,0,1,0.0
White,Kings Fianchetto Opening Reversed Alekhine Variation,A00,0,15,12,27,0.4444444444444444
White,Kings Fianchetto Opening Reversed Alekhine Variation 2,A00,1,29,24,54,0.4444444444444444
White,Kings Fianchetto Opening Sicilian Invitation,A00,0,1,0,1,0.0
White,Kings Indian Attack,A07,5,82,89,176,0.5056818181818182
White,Kings Indian Attack 2,A07,4,139,212,355,0.5971830985915493
White,Kings Indian Attack Double Fianchetto Variation 3.Bg2,A07,0,0,1,1,1.0
White,Kings Indian Attack Double Fianchetto Variation 3.Bg2 Bg7 4.O O,A07,0,0,2,2,1.0
White,Kings Indian Attack Double Fianchetto Variation 3.Bg2 Bg7 4.O O e5,A07,0,0,1,1,1.0
White,Kings Indian Attack Double Fianchetto Variation 3.Bg2 Bg7 4.O O e5 5.c4,A07,0,1,0,1,0.0
White,Kings Indian Attack Double Fianchetto Variation 3.Bg2 Bg7 4.c4 dxc4,A07,0,1,0,1,0.0
White,Kings Indian Attack Double Fianchetto Variation 3.c4 c6 4.Bg2 Bg7 5.O O,A07,0,1,0,1,0.0
White,Kings Indian Attack Double Fianchetto Variation 3.c4 dxc4,A07,0,1,0,1,0.0
White,Kings Indian Attack Double Fianchetto Variation 3.d4 Bg7 4.Bg2 Nd7,A07,0,1,0,1,0.0
White,Kings Indian Attack Double Fianchetto Variation 3.d4 Bg7 4.Bg2 c6,A07,0,0,1,1,1.0
White,Kings Indian Attack Double Fianchetto Variation 3.d4 Bg7 4.Bg2 c6 5.O O,A07,0,5,7,12,0.5833333333333334
White,Kings Indian Attack French Reversed Grunfeld Variation,A08,0,20,7,27,0.25925925925925924
White,Kings Indian Attack French Reversed Grunfeld Variation 5,A08,1,3,6,10,0.6
White,Kings Indian Attack French Variation,A08,0,11,12,23,0.5217391304347826
White,Kings Indian Attack French Variation 4.O O,A08,2,13,19,34,0.5588235294117647
White,Kings Indian Attack French Variation 4.O O e5,A08,1,33,27,61,0.4426229508196721
White,Kings Indian Attack French Variation 4.O O e5 5.d3 f6,A08,0,3,1,4,0.25
White,Kings Indian Attack French Variation 4.c4,A08,0,2,0,2,0.0
White,Kings Indian Attack French Variation 4.d4,A08,0,2,8,10,0.8
White,Kings Indian Attack French Variation 4.d4 Nf6 5.O O cxd4 6.Nxd4,A08,0,3,6,9,0.6666666666666666
White,Kings Indian Attack French Variation 4.d4 cxd4 5.Nxd4,A08,0,2,6,8,0.75
White,Kings Indian Attack French Variation 4.d4 e6,A08,0,1,2,3,0.6666666666666666
White,Kings Indian Attack Keres Variation,A07,0,10,5,15,0.3333333333333333
White,Kings Indian Attack Keres Variation 3.Bg2,A07,0,20,18,38,0.47368421052631576
White,Kings Indian Attack Keres Variation 3.Bg2 Nd7 4.O O,A07,0,1,0,1,0.0
White,Kings Indian Attack Keres Variation 3.Bg2 Nd7 4.d4,A07,0,1,0,1,0.0
White,Kings Indian Attack Keres Variation 3.Bg2 e6,A07,0,2,1,3,0.3333333333333333
